k,P_n(k)
0.5025830154243321,0.0015451524354398887
0.5059638748509377,0.0015517444969196912
0.5093447342775435,0.001564281979956849
0.512725593704149,0.0015734471738716824
0.5161064531307546,0.0015766545146326592
0.5194873125573602,0.0015938499926784753
0.522868171983966,0.0016166470194777943
0.5262490314105717,0.0016194520457095693
0.5296298908371773,0.0016205281613237378
0.5330107502637829,0.001637567876994936
0.5363916096903885,0.0016533328388078602
0.5397724691169942,0.0016647407940321747
0.5431533285435998,0.0016615268110788577
0.5465341879702055,0.0016755298999834318
0.5499150473968111,0.0016860184978406835
0.5532959068234167,0.0016960915665356255
0.5566767662500224,0.0017126304408286042
0.560057625676628,0.0017168549270070218
0.5634384851032337,0.0017222750547936868
0.5668193445298393,0.001750726529968175
0.5702002039564449,0.0017522045617429291
0.5735810633830506,0.001775742410784358
